"COU","Country","VAR","Variable","CO2","Country of origin","YEA","Year","Value","Flag Codes","Flags"
"TUR","Türkiye","FTNS","Foreign-trained nurses - Stock","TOT","Total","2015","2015",456,"D","Difference in methodology"
"TUR","Türkiye","NFTN","of which native-born but foreign-trained (nurses)","TOT","Total","2010","2010",135,,
"TUR","Türkiye","NFTN","of which native-born but foreign-trained (nurses)","TOT","Total","2011","2011",153,,
"TUR","Türkiye","NFTN","of which native-born but foreign-trained (nurses)","TOT","Total","2012","2012",198,,
"TUR","Türkiye","NFTN","of which native-born but foreign-trained (nurses)","TOT","Total","2013","2013",261,,
"TUR","Türkiye","NFTN","of which native-born but foreign-trained (nurses)","TOT","Total","2014","2014",342,,
"TUR","Türkiye","NFTN","of which native-born but foreign-trained (nurses)","TOT","Total","2015","2015",397,,
"TUR","Türkiye","SFTN","% of foreign-trained nurses","TOT","Total","2010","2010",0.14,,
"TUR","Türkiye","SFTN","% of foreign-trained nurses","TOT","Total","2011","2011",0.15,,
"TUR","Türkiye","SFTN","% of foreign-trained nurses","TOT","Total","2012","2012",0.18,,
"TUR","Türkiye","SFTN","% of foreign-trained nurses","TOT","Total","2013","2013",0.23,,
"TUR","Türkiye","SFTN","% of foreign-trained nurses","TOT","Total","2014","2014",0.28,,
"TUR","Türkiye","SFTN","% of foreign-trained nurses","TOT","Total","2015","2015",0.3,,
"GBR","United Kingdom","TNBD","Total number of doctors","TOT","Total","2010","2010",155310,,
"GBR","United Kingdom","TNBD","Total number of doctors","TOT","Total","2011","2011",158439,,
"GBR","United Kingdom","TNBD","Total number of doctors","TOT","Total","2012","2012",160378,,
"GBR","United Kingdom","TNBD","Total number of doctors","TOT","Total","2013","2013",169015,,
"GBR","United Kingdom","TNBD","Total number of doctors","TOT","Total","2014","2014",172721,,
"GBR","United Kingdom","TNBD","Total number of doctors","TOT","Total","2015","2015",166324,,
"GBR","United Kingdom","TNBD","Total number of doctors","TOT","Total","2016","2016",168801,,
"GBR","United Kingdom","TNBD","Total number of doctors","TOT","Total","2017","2017",171527,,
"GBR","United Kingdom","TNBD","Total number of doctors","TOT","Total","2018","2018",174845,,
"GBR","United Kingdom","TNBD","Total number of doctors","TOT","Total","2019","2019",191326,,
"GBR","United Kingdom","TNBD","Total number of doctors","TOT","Total","2020","2020",199415,,
"GBR","United Kingdom","TNBD","Total number of doctors","TOT","Total","2021","2021",207596,,
"GBR","United Kingdom","DTRD","Domestically-trained doctors","TOT","Total","2010","2010",104060,,
"GBR","United Kingdom","DTRD","Domestically-trained doctors","TOT","Total","2011","2011",107353,,
"GBR","United Kingdom","DTRD","Domestically-trained doctors","TOT","Total","2012","2012",109421,,
"GBR","United Kingdom","DTRD","Domestically-trained doctors","TOT","Total","2013","2013",115036,,
"GBR","United Kingdom","DTRD","Domestically-trained doctors","TOT","Total","2014","2014",117968,,
"GBR","United Kingdom","DTRD","Domestically-trained doctors","TOT","Total","2015","2015",110383,,
"GBR","United Kingdom","DTRD","Domestically-trained doctors","TOT","Total","2016","2016",113530,,
"GBR","United Kingdom","DTRD","Domestically-trained doctors","TOT","Total","2017","2017",115005,,
"GBR","United Kingdom","DTRD","Domestically-trained doctors","TOT","Total","2018","2018",115508,,
"GBR","United Kingdom","DTRD","Domestically-trained doctors","TOT","Total","2019","2019",123337,,
"GBR","United Kingdom","DTRD","Domestically-trained doctors","TOT","Total","2020","2020",127038,,
"GBR","United Kingdom","DTRD","Domestically-trained doctors","TOT","Total","2021","2021",129682,,
"GBR","United Kingdom","FTDS","Foreign-trained doctors - Stock","TOT","Total","2010","2010",46276,,
"GBR","United Kingdom","FTDS","Foreign-trained doctors - Stock","TOT","Total","2011","2011",46399,,
"GBR","United Kingdom","FTDS","Foreign-trained doctors - Stock","TOT","Total","2012","2012",46518,,
"GBR","United Kingdom","FTDS","Foreign-trained doctors - Stock","TOT","Total","2013","2013",48980,,
"GBR","United Kingdom","FTDS","Foreign-trained doctors - Stock","TOT","Total","2014","2014",49160,,
"GBR","United Kingdom","FTDS","Foreign-trained doctors - Stock","TOT","Total","2015","2015",45732,,
"GBR","United Kingdom","FTDS","Foreign-trained doctors - Stock","TOT","Total","2016","2016",47905,,
"GBR","United Kingdom","FTDS","Foreign-trained doctors - Stock","TOT","Total","2017","2017",49164,,
"GBR","United Kingdom","FTDS","Foreign-trained doctors - Stock","TOT","Total","2018","2018",51115,,
"GBR","United Kingdom","FTDS","Foreign-trained doctors - Stock","TOT","Total","2019","2019",58053,,
"GBR","United Kingdom","FTDS","Foreign-trained doctors - Stock","TOT","Total","2020","2020",61341,,
"GBR","United Kingdom","FTDS","Foreign-trained doctors - Stock","TOT","Total","2021","2021",66211,,
"GBR","United Kingdom","NFTD","of which native-born but foreign-trained (doctors)","TOT","Total","2019","2019",789,,
"GBR","United Kingdom","NFTD","of which native-born but foreign-trained (doctors)","TOT","Total","2021","2021",816,,
"GBR","United Kingdom","UUUD","Unknown place of training (doctors)","TOT","Total","2010","2010",5003,,
"GBR","United Kingdom","UUUD","Unknown place of training (doctors)","TOT","Total","2011","2011",4720,,
"GBR","United Kingdom","UUUD","Unknown place of training (doctors)","TOT","Total","2012","2012",4469,,
"GBR","United Kingdom","UUUD","Unknown place of training (doctors)","TOT","Total","2013","2013",5019,,
"GBR","United Kingdom","UUUD","Unknown place of training (doctors)","TOT","Total","2014","2014",5600,,
"GBR","United Kingdom","UUUD","Unknown place of training (doctors)","TOT","Total","2015","2015",10254,,
"GBR","United Kingdom","UUUD","Unknown place of training (doctors)","TOT","Total","2016","2016",7395,,
"GBR","United Kingdom","UUUD","Unknown place of training (doctors)","TOT","Total","2017","2017",7397,,
"GBR","United Kingdom","UUUD","Unknown place of training (doctors)","TOT","Total","2018","2018",8260,,
"GBR","United Kingdom","UUUD","Unknown place of training (doctors)","TOT","Total","2019","2019",9952,,
"GBR","United Kingdom","UUUD","Unknown place of training (doctors)","TOT","Total","2020","2020",11049,,
"GBR","United Kingdom","UUUD","Unknown place of training (doctors)","TOT","Total","2021","2021",11715,,
"GBR","United Kingdom","SFTD","% of foreign-trained doctors","TOT","Total","2010","2010",29.8,,
"GBR","United Kingdom","SFTD","% of foreign-trained doctors","TOT","Total","2011","2011",29.29,,
"GBR","United Kingdom","SFTD","% of foreign-trained doctors","TOT","Total","2012","2012",29.01,,
"GBR","United Kingdom","SFTD","% of foreign-trained doctors","TOT","Total","2013","2013",28.98,,
"GBR","United Kingdom","SFTD","% of foreign-trained doctors","TOT","Total","2014","2014",28.46,,
"GBR","United Kingdom","SFTD","% of foreign-trained doctors","TOT","Total","2015","2015",27.496,,
"GBR","United Kingdom","SFTD","% of foreign-trained doctors","TOT","Total","2016","2016",28.38,,
"GBR","United Kingdom","SFTD","% of foreign-trained doctors","TOT","Total","2017","2017",28.663,,
"GBR","United Kingdom","SFTD","% of foreign-trained doctors","TOT","Total","2018","2018",29.23,,
"GBR","United Kingdom","SFTD","% of foreign-trained doctors","TOT","Total","2019","2019",30.34,,
"GBR","United Kingdom","SFTD","% of foreign-trained doctors","TOT","Total","2020","2020",30.76,,
"GBR","United Kingdom","SFTD","% of foreign-trained doctors","TOT","Total","2021","2021",31.89,,
"GBR","United Kingdom","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2010","2010",5945,,
"GBR","United Kingdom","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2011","2011",5189,,
"GBR","United Kingdom","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2012","2012",5951,,
"GBR","United Kingdom","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2013","2013",5459,,
"GBR","United Kingdom","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2014","2014",5939,,
"GBR","United Kingdom","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2015","2015",4980,,
"GBR","United Kingdom","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2016","2016",5649,,
"GBR","United Kingdom","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2017","2017",6331,,
"GBR","United Kingdom","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2018","2018",8170,,
"GBR","United Kingdom","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2019","2019",11020,,
"GBR","United Kingdom","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2020","2020",9780,,
"GBR","United Kingdom","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2021","2021",12609,,
"GBR","United Kingdom","TNBN","Total number of nurses","TOT","Total","2010","2010",629029,,
"GBR","United Kingdom","TNBN","Total number of nurses","TOT","Total","2011","2011",631625,,
"GBR","United Kingdom","TNBN","Total number of nurses","TOT","Total","2012","2012",634672,,
"GBR","United Kingdom","TNBN","Total number of nurses","TOT","Total","2013","2013",638189,,
"GBR","United Kingdom","TNBN","Total number of nurses","TOT","Total","2014","2014",644473,,
"GBR","United Kingdom","TNBN","Total number of nurses","TOT","Total","2015","2015",650743,,
"GBR","United Kingdom","TNBN","Total number of nurses","TOT","Total","2016","2016",650638,,
"GBR","United Kingdom","TNBN","Total number of nurses","TOT","Total","2017","2017",647678,,
"GBR","United Kingdom","TNBN","Total number of nurses","TOT","Total","2018","2018",652651,,
"GBR","United Kingdom","TNBN","Total number of nurses","TOT","Total","2019","2019",660213,,
"GBR","United Kingdom","TNBN","Total number of nurses","TOT","Total","2020","2020",678040,,
"GBR","United Kingdom","TNBN","Total number of nurses","TOT","Total","2021","2021",692800,,
"GBR","United Kingdom","DTRN","Domestically-trained nurses","TOT","Total","2010","2010",549517,,
"GBR","United Kingdom","DTRN","Domestically-trained nurses","TOT","Total","2011","2011",550709,,
"GBR","United Kingdom","DTRN","Domestically-trained nurses","TOT","Total","2012","2012",552418,,
"GBR","United Kingdom","DTRN","Domestically-trained nurses","TOT","Total","2013","2013",553642,,
"GBR","United Kingdom","DTRN","Domestically-trained nurses","TOT","Total","2014","2014",555303,,
"GBR","United Kingdom","DTRN","Domestically-trained nurses","TOT","Total","2015","2015",553850,,
"GBR","United Kingdom","DTRN","Domestically-trained nurses","TOT","Total","2016","2016",547734,,
"GBR","United Kingdom","DTRN","Domestically-trained nurses","TOT","Total","2017","2017",546722,,
"GBR","United Kingdom","DTRN","Domestically-trained nurses","TOT","Total","2018","2018",550016,,
"GBR","United Kingdom","DTRN","Domestically-trained nurses","TOT","Total","2019","2019",553453,,
"GBR","United Kingdom","DTRN","Domestically-trained nurses","TOT","Total","2020","2020",561514,,
"GBR","United Kingdom","DTRN","Domestically-trained nurses","TOT","Total","2021","2021",563555,,
"GBR","United Kingdom","FTNS","Foreign-trained nurses - Stock","TOT","Total","2010","2010",70750,,
"GBR","United Kingdom","FTNS","Foreign-trained nurses - Stock","TOT","Total","2011","2011",72586,,
"GBR","United Kingdom","FTNS","Foreign-trained nurses - Stock","TOT","Total","2012","2012",74334,,
"GBR","United Kingdom","FTNS","Foreign-trained nurses - Stock","TOT","Total","2013","2013",77090,,
"GBR","United Kingdom","FTNS","Foreign-trained nurses - Stock","TOT","Total","2014","2014",82060,,
"GBR","United Kingdom","FTNS","Foreign-trained nurses - Stock","TOT","Total","2015","2015",90157,,
"GBR","United Kingdom","FTNS","Foreign-trained nurses - Stock","TOT","Total","2016","2016",96687,,
"GBR","United Kingdom","FTNS","Foreign-trained nurses - Stock","TOT","Total","2017","2017",95194,,
"GBR","United Kingdom","FTNS","Foreign-trained nurses - Stock","TOT","Total","2018","2018",97222,,
"GBR","United Kingdom","FTNS","Foreign-trained nurses - Stock","TOT","Total","2019","2019",101510,,
"GBR","United Kingdom","FTNS","Foreign-trained nurses - Stock","TOT","Total","2020","2020",111138,,
"GBR","United Kingdom","FTNS","Foreign-trained nurses - Stock","TOT","Total","2021","2021",124036,,
"GBR","United Kingdom","UUUN","Unknown place of training (nurses)","TOT","Total","2010","2010",8762,,
"GBR","United Kingdom","UUUN","Unknown place of training (nurses)","TOT","Total","2011","2011",8330,,
"GBR","United Kingdom","UUUN","Unknown place of training (nurses)","TOT","Total","2012","2012",7920,,
"GBR","United Kingdom","UUUN","Unknown place of training (nurses)","TOT","Total","2013","2013",7457,,
"GBR","United Kingdom","UUUN","Unknown place of training (nurses)","TOT","Total","2014","2014",7110,,
"GBR","United Kingdom","UUUN","Unknown place of training (nurses)","TOT","Total","2015","2015",6736,,
"GBR","United Kingdom","UUUN","Unknown place of training (nurses)","TOT","Total","2016","2016",6217,,
"GBR","United Kingdom","UUUN","Unknown place of training (nurses)","TOT","Total","2017","2017",5762,,
"GBR","United Kingdom","UUUN","Unknown place of training (nurses)","TOT","Total","2018","2018",5413,,
"GBR","United Kingdom","UUUN","Unknown place of training (nurses)","TOT","Total","2019","2019",5250,,
"GBR","United Kingdom","UUUN","Unknown place of training (nurses)","TOT","Total","2020","2020",5388,,
"GBR","United Kingdom","UUUN","Unknown place of training (nurses)","TOT","Total","2021","2021",5209,,
"GBR","United Kingdom","SFTN","% of foreign-trained nurses","TOT","Total","2010","2010",11.25,,
"GBR","United Kingdom","SFTN","% of foreign-trained nurses","TOT","Total","2011","2011",11.49,,
"GBR","United Kingdom","SFTN","% of foreign-trained nurses","TOT","Total","2012","2012",11.71,,
"GBR","United Kingdom","SFTN","% of foreign-trained nurses","TOT","Total","2013","2013",12.08,,
"GBR","United Kingdom","SFTN","% of foreign-trained nurses","TOT","Total","2014","2014",12.73,,
"GBR","United Kingdom","SFTN","% of foreign-trained nurses","TOT","Total","2015","2015",13.85,,
"GBR","United Kingdom","SFTN","% of foreign-trained nurses","TOT","Total","2016","2016",14.86,,
"GBR","United Kingdom","SFTN","% of foreign-trained nurses","TOT","Total","2017","2017",14.7,,
"GBR","United Kingdom","SFTN","% of foreign-trained nurses","TOT","Total","2018","2018",14.9,,
"GBR","United Kingdom","SFTN","% of foreign-trained nurses","TOT","Total","2019","2019",15.38,,
"GBR","United Kingdom","SFTN","% of foreign-trained nurses","TOT","Total","2020","2020",16.39,,
"GBR","United Kingdom","SFTN","% of foreign-trained nurses","TOT","Total","2021","2021",17.9,,
"GBR","United Kingdom","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2010","2010",3097,,
"GBR","United Kingdom","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2011","2011",4203,,
"GBR","United Kingdom","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2012","2012",4361,,
"GBR","United Kingdom","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2013","2013",5371,,
"GBR","United Kingdom","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2014","2014",7412,,
"GBR","United Kingdom","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2015","2015",10688,,
"GBR","United Kingdom","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2016","2016",10399,,
"GBR","United Kingdom","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2017","2017",3447,,
"GBR","United Kingdom","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2018","2018",6009,,
"GBR","United Kingdom","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2019","2019",10791,,
"GBR","United Kingdom","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2020","2020",9670,,
"GBR","United Kingdom","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2021","2021",15224,,
"USA","United States","TNBD","Total number of doctors","TOT","Total","2010","2010",729147,,
"USA","United States","TNBD","Total number of doctors","TOT","Total","2011","2011",791602,,
"USA","United States","TNBD","Total number of doctors","TOT","Total","2012","2012",834557,,
"USA","United States","TNBD","Total number of doctors","TOT","Total","2013","2013",859470,,
"USA","United States","TNBD","Total number of doctors","TOT","Total","2014","2014",851970,,
"USA","United States","TNBD","Total number of doctors","TOT","Total","2015","2015",856446,,
"USA","United States","TNBD","Total number of doctors","TOT","Total","2016","2016",862965,,
"USA","United States","DTRD","Domestically-trained doctors","TOT","Total","2010","2010",548002,,
"USA","United States","DTRD","Domestically-trained doctors","TOT","Total","2011","2011",596406,,
"USA","United States","DTRD","Domestically-trained doctors","TOT","Total","2012","2012",626866,,
"USA","United States","DTRD","Domestically-trained doctors","TOT","Total","2013","2013",645032,,
"USA","United States","DTRD","Domestically-trained doctors","TOT","Total","2014","2014",640199,,
"USA","United States","DTRD","Domestically-trained doctors","TOT","Total","2015","2015",642961,,
"USA","United States","DTRD","Domestically-trained doctors","TOT","Total","2016","2016",647335,,
"USA","United States","FTDS","Foreign-trained doctors - Stock","TOT","Total","2010","2010",181145,,
"USA","United States","FTDS","Foreign-trained doctors - Stock","TOT","Total","2011","2011",195196,,
"USA","United States","FTDS","Foreign-trained doctors - Stock","TOT","Total","2012","2012",207691,,
"USA","United States","FTDS","Foreign-trained doctors - Stock","TOT","Total","2013","2013",214438,,
"USA","United States","FTDS","Foreign-trained doctors - Stock","TOT","Total","2014","2014",211771,,
"USA","United States","FTDS","Foreign-trained doctors - Stock","TOT","Total","2015","2015",213485,,
"USA","United States","FTDS","Foreign-trained doctors - Stock","TOT","Total","2016","2016",215630,,
"USA","United States","SFTD","% of foreign-trained doctors","TOT","Total","2010","2010",24.84,,
"USA","United States","SFTD","% of foreign-trained doctors","TOT","Total","2011","2011",24.66,,
"USA","United States","SFTD","% of foreign-trained doctors","TOT","Total","2012","2012",24.89,,
"USA","United States","SFTD","% of foreign-trained doctors","TOT","Total","2013","2013",24.95,,
"USA","United States","SFTD","% of foreign-trained doctors","TOT","Total","2014","2014",24.86,,
"USA","United States","SFTD","% of foreign-trained doctors","TOT","Total","2015","2015",24.93,,
"USA","United States","SFTD","% of foreign-trained doctors","TOT","Total","2016","2016",24.99,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2010","2010",7318,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2011","2011",7211,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2012","2012",7325,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2013","2013",6475,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2014","2014",6564,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2015","2015",6594,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2016","2016",6745,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2017","2017",7033,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2018","2018",7344,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2019","2019",7483,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2020","2020",7884,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2021","2021",8028,,
"USA","United States","TNBN","Total number of nurses","TOT","Total","2012","2012",2779650,,
"USA","United States","TNBN","Total number of nurses","TOT","Total","2015","2015",2928810,,
"USA","United States","TNBN","Total number of nurses","TOT","Total","2020","2020",3246860,,
"USA","United States","DTRN","Domestically-trained nurses","TOT","Total","2012","2012",2612871,"E","Estimated value"
"USA","United States","DTRN","Domestically-trained nurses","TOT","Total","2015","2015",2732580,"E","Estimated value"
"USA","United States","DTRN","Domestically-trained nurses","TOT","Total","2020","2020",3048802,"E","Estimated value"
"USA","United States","FTNS","Foreign-trained nurses - Stock","TOT","Total","2012","2012",166779,"E","Estimated value"
"USA","United States","FTNS","Foreign-trained nurses - Stock","TOT","Total","2015","2015",196230,"E","Estimated value"
"USA","United States","FTNS","Foreign-trained nurses - Stock","TOT","Total","2020","2020",198058,"E","Estimated value"
"USA","United States","SFTN","% of foreign-trained nurses","TOT","Total","2012","2012",6,"E","Estimated value"
"USA","United States","SFTN","% of foreign-trained nurses","TOT","Total","2015","2015",6.7,"E","Estimated value"
"USA","United States","SFTN","% of foreign-trained nurses","TOT","Total","2020","2020",6.1,"E","Estimated value"
"USA","United States","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2010","2010",9537,,
"USA","United States","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2011","2011",6618,,
"USA","United States","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2012","2012",5813,,
"USA","United States","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2013","2013",4891,,
"USA","United States","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2014","2014",5534,,
"USA","United States","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2015","2015",6470,,
"CHL","Chile","TNBD","Total number of doctors","TOT","Total","2014","2014",36013,,
"CHL","Chile","TNBD","Total number of doctors","TOT","Total","2015","2015",38580,,
"CHL","Chile","TNBD","Total number of doctors","TOT","Total","2016","2016",41722,,
"CHL","Chile","TNBD","Total number of doctors","TOT","Total","2017","2017",45088,,
"CHL","Chile","TNBD","Total number of doctors","TOT","Total","2018","2018",48531,,
"CHL","Chile","TNBD","Total number of doctors","TOT","Total","2019","2019",51754,,
"CHL","Chile","TNBD","Total number of doctors","TOT","Total","2020","2020",54196,,
"CHL","Chile","TNBD","Total number of doctors","TOT","Total","2021","2021",57952,,
"CHL","Chile","TNBD","Total number of doctors","TOT","Total","2022","2022",62144,,
"CHL","Chile","DTRD","Domestically-trained doctors","TOT","Total","2014","2014",30156,,
"CHL","Chile","DTRD","Domestically-trained doctors","TOT","Total","2015","2015",32233,,
"CHL","Chile","DTRD","Domestically-trained doctors","TOT","Total","2016","2016",34264,,
"CHL","Chile","DTRD","Domestically-trained doctors","TOT","Total","2017","2017",35497,,
"CHL","Chile","DTRD","Domestically-trained doctors","TOT","Total","2018","2018",37480,,
"CHL","Chile","DTRD","Domestically-trained doctors","TOT","Total","2019","2019",40981,,
"CHL","Chile","DTRD","Domestically-trained doctors","TOT","Total","2020","2020",41745,,
"CHL","Chile","DTRD","Domestically-trained doctors","TOT","Total","2021","2021",44398,,
"CHL","Chile","DTRD","Domestically-trained doctors","TOT","Total","2022","2022",46740,,
"CHL","Chile","FTDS","Foreign-trained doctors - Stock","TOT","Total","2014","2014",5489,,
"CHL","Chile","FTDS","Foreign-trained doctors - Stock","TOT","Total","2015","2015",6219,,
"CHL","Chile","FTDS","Foreign-trained doctors - Stock","TOT","Total","2016","2016",7457,,
"CHL","Chile","FTDS","Foreign-trained doctors - Stock","TOT","Total","2017","2017",9591,,
"CHL","Chile","FTDS","Foreign-trained doctors - Stock","TOT","Total","2018","2018",11038,,
"CHL","Chile","FTDS","Foreign-trained doctors - Stock","TOT","Total","2019","2019",10773,,
"CHL","Chile","FTDS","Foreign-trained doctors - Stock","TOT","Total","2020","2020",12451,,
"CHL","Chile","FTDS","Foreign-trained doctors - Stock","TOT","Total","2021","2021",13554,,
"CHL","Chile","FTDS","Foreign-trained doctors - Stock","TOT","Total","2022","2022",15404,,
"CHL","Chile","NFTD","of which native-born but foreign-trained (doctors)","TOT","Total","2014","2014",1666,,
"CHL","Chile","NFTD","of which native-born but foreign-trained (doctors)","TOT","Total","2015","2015",1613,,
"CHL","Chile","NFTD","of which native-born but foreign-trained (doctors)","TOT","Total","2016","2016",1664,,
"CHL","Chile","NFTD","of which native-born but foreign-trained (doctors)","TOT","Total","2017","2017",2015,,
"CHL","Chile","NFTD","of which native-born but foreign-trained (doctors)","TOT","Total","2018","2018",2030,,
"CHL","Chile","NFTD","of which native-born but foreign-trained (doctors)","TOT","Total","2019","2019",2345,,
"CHL","Chile","NFTD","of which native-born but foreign-trained (doctors)","TOT","Total","2020","2020",2424,,
"CHL","Chile","NFTD","of which native-born but foreign-trained (doctors)","TOT","Total","2021","2021",2759,,
"CHL","Chile","NFTD","of which native-born but foreign-trained (doctors)","TOT","Total","2022","2022",2995,,
"CHL","Chile","UUUD","Unknown place of training (doctors)","TOT","Total","2014","2014",368,,
"CHL","Chile","UUUD","Unknown place of training (doctors)","TOT","Total","2015","2015",128,,
"CHL","Chile","UUUD","Unknown place of training (doctors)","TOT","Total","2016","2016",1,,
"CHL","Chile","UUUD","Unknown place of training (doctors)","TOT","Total","2017","2017",0,,
"CHL","Chile","UUUD","Unknown place of training (doctors)","TOT","Total","2018","2018",13,,
"CHL","Chile","UUUD","Unknown place of training (doctors)","TOT","Total","2019","2019",0,,
"CHL","Chile","UUUD","Unknown place of training (doctors)","TOT","Total","2020","2020",0,,
"CHL","Chile","UUUD","Unknown place of training (doctors)","TOT","Total","2021","2021",0,,
"CHL","Chile","UUUD","Unknown place of training (doctors)","TOT","Total","2022","2022",0,,
"CHL","Chile","SFTD","% of foreign-trained doctors","TOT","Total","2014","2014",15.24,,
"CHL","Chile","SFTD","% of foreign-trained doctors","TOT","Total","2015","2015",16.12,,
"CHL","Chile","SFTD","% of foreign-trained doctors","TOT","Total","2016","2016",17.87,,
"CHL","Chile","SFTD","% of foreign-trained doctors","TOT","Total","2017","2017",21.27,,
"CHL","Chile","SFTD","% of foreign-trained doctors","TOT","Total","2018","2018",22.74,,
"CHL","Chile","SFTD","% of foreign-trained doctors","TOT","Total","2019","2019",20.82,,
"CHL","Chile","SFTD","% of foreign-trained doctors","TOT","Total","2020","2020",22.97,,
"CHL","Chile","SFTD","% of foreign-trained doctors","TOT","Total","2021","2021",23.39,,
"CHL","Chile","SFTD","% of foreign-trained doctors","TOT","Total","2022","2022",24.79,,
"CHL","Chile","TNBN","Total number of nurses","TOT","Total","2014","2014",34674,,
"CHL","Chile","TNBN","Total number of nurses","TOT","Total","2015","2015",37129,,
"CHL","Chile","TNBN","Total number of nurses","TOT","Total","2016","2016",44406,,
"CHL","Chile","TNBN","Total number of nurses","TOT","Total","2017","2017",50062,,
"CHL","Chile","TNBN","Total number of nurses","TOT","Total","2018","2018",55508,,
"CHL","Chile","TNBN","Total number of nurses","TOT","Total","2019","2019",55901,,
"CHL","Chile","TNBN","Total number of nurses","TOT","Total","2020","2020",67520,,
"CHL","Chile","TNBN","Total number of nurses","TOT","Total","2021","2021",73684,,
"CHL","Chile","TNBN","Total number of nurses","TOT","Total","2022","2022",80173,,
"CHL","Chile","DTRN","Domestically-trained nurses","TOT","Total","2014","2014",33870,,
"CHL","Chile","DTRN","Domestically-trained nurses","TOT","Total","2015","2015",36222,,
"CHL","Chile","DTRN","Domestically-trained nurses","TOT","Total","2016","2016",43367,,
"CHL","Chile","DTRN","Domestically-trained nurses","TOT","Total","2017","2017",48906,,
"CHL","Chile","DTRN","Domestically-trained nurses","TOT","Total","2018","2018",54373,,
"CHL","Chile","DTRN","Domestically-trained nurses","TOT","Total","2019","2019",54676,,
"CHL","Chile","DTRN","Domestically-trained nurses","TOT","Total","2020","2020",66191,,
"CHL","Chile","DTRN","Domestically-trained nurses","TOT","Total","2021","2021",72322,,
"CHL","Chile","DTRN","Domestically-trained nurses","TOT","Total","2022","2022",78717,,
"CHL","Chile","FTNS","Foreign-trained nurses - Stock","TOT","Total","2014","2014",702,,
"CHL","Chile","FTNS","Foreign-trained nurses - Stock","TOT","Total","2015","2015",821,,
"CHL","Chile","FTNS","Foreign-trained nurses - Stock","TOT","Total","2016","2016",944,,
"CHL","Chile","FTNS","Foreign-trained nurses - Stock","TOT","Total","2017","2017",1048,,
"CHL","Chile","FTNS","Foreign-trained nurses - Stock","TOT","Total","2018","2018",1135,,
"CHL","Chile","FTNS","Foreign-trained nurses - Stock","TOT","Total","2019","2019",1225,,
"CHL","Chile","FTNS","Foreign-trained nurses - Stock","TOT","Total","2020","2020",1329,,
"CHL","Chile","FTNS","Foreign-trained nurses - Stock","TOT","Total","2021","2021",1362,,
"CHL","Chile","FTNS","Foreign-trained nurses - Stock","TOT","Total","2022","2022",1456,,
"CHL","Chile","NFTN","of which native-born but foreign-trained (nurses)","TOT","Total","2014","2014",162,,
